major_code,major_title,sub_major_code,sub_major_title,minor_code,minor_title,unit_code,unit_title,unit_description,skill_level,task_letter,task_text,source,source_year
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2422,POLICY ADMINISTRATION PROFESSIONALS,"Policy Administration Professionals plan, devise and execute policies on management of human resource and the organisation, financial resources, the economy, administration and development of regions/districts/local areas/land, social planning and administration, international relations and foreign affairs (including foreign services), national security/ defence and information technology management.",,g,performing related tasks; and,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2422,POLICY ADMINISTRATION PROFESSIONALS,"Policy Administration Professionals plan, devise and execute policies on management of human resource and the organisation, financial resources, the economy, administration and development of regions/districts/local areas/land, social planning and administration, international relations and foreign affairs (including foreign services), national security/ defence and information technology management.",,h,enhancing knowledge and coordinating work performance. 74 MALAYSIA STANDARD CLASSIFICATION OF OCCUPATIONS / PROFESSIONALS,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2423,PERSONNEL AND CAREER PROFESSIONALS,"Personnel and Career Professionals provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.",,a,"advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2423,PERSONNEL AND CAREER PROFESSIONALS,"Personnel and Career Professionals provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.",,b,maintaining personnel records and associated human resource information systems;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2423,PERSONNEL AND CAREER PROFESSIONALS,"Personnel and Career Professionals provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.",,c,"studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2423,PERSONNEL AND CAREER PROFESSIONALS,"Personnel and Career Professionals provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.",,d,preparing occupational information booklets/pamphlets and occupational classification systems;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2423,PERSONNEL AND CAREER PROFESSIONALS,"Personnel and Career Professionals provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.",,e,"advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2423,PERSONNEL AND CAREER PROFESSIONALS,"Personnel and Career Professionals provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.",,f,"studying and advising individuals on employment opportunities, career choices and further education or training;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2423,PERSONNEL AND CAREER PROFESSIONALS,"Personnel and Career Professionals provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.",,g,"providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2423,PERSONNEL AND CAREER PROFESSIONALS,"Personnel and Career Professionals provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.",,h,performing related tasks; and,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2423,PERSONNEL AND CAREER PROFESSIONALS,"Personnel and Career Professionals provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.",,i,enhancing knowledge and coordinating work performance.,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2424,TRAINING AND STAFF DEVELOPMENT PROFESSIONALS,"Training and Staff Development Professionals plan, develop, conduct and evaluate training and development programmes to ensure that the management and staff acquire skills and develop the competencies required by the organisation to meet organisational objectives.",,a,identifying training needs and requirements of individuals and organisations;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2424,TRAINING AND STAFF DEVELOPMENT PROFESSIONALS,"Training and Staff Development Professionals plan, develop, conduct and evaluate training and development programmes to ensure that the management and staff acquire skills and develop the competencies required by the organisation to meet organisational objectives.",,b,setting human resource development objectives and evaluating learning outcomes;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2424,TRAINING AND STAFF DEVELOPMENT PROFESSIONALS,"Training and Staff Development Professionals plan, develop, conduct and evaluate training and development programmes to ensure that the management and staff acquire skills and develop the competencies required by the organisation to meet organisational objectives.",,c,"preparing and developing instructional training material and aids such as handbooks, visual aids, online tutorials, demonstration models and supporting training reference documentation;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2424,TRAINING AND STAFF DEVELOPMENT PROFESSIONALS,"Training and Staff Development Professionals plan, develop, conduct and evaluate training and development programmes to ensure that the management and staff acquire skills and develop the competencies required by the organisation to meet organisational objectives.",,d,"designing, coordinating, scheduling and conducting training and development programmes that can be delivered in the form of individual and group instruction, and facilitating workshops, meetings, demonstrations and conferences;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2424,TRAINING AND STAFF DEVELOPMENT PROFESSIONALS,"Training and Staff Development Professionals plan, develop, conduct and evaluate training and development programmes to ensure that the management and staff acquire skills and develop the competencies required by the organisation to meet organisational objectives.",,e,liaising with external training providers to arrange delivery of specific training and development programmes;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2424,TRAINING AND STAFF DEVELOPMENT PROFESSIONALS,"Training and Staff Development Professionals plan, develop, conduct and evaluate training and development programmes to ensure that the management and staff acquire skills and develop the competencies required by the organisation to meet organisational objectives.",,f,"promoting internal and external training and development, and evaluating these promotional activities;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2424,TRAINING AND STAFF DEVELOPMENT PROFESSIONALS,"Training and Staff Development Professionals plan, develop, conduct and evaluate training and development programmes to ensure that the management and staff acquire skills and develop the competencies required by the organisation to meet organisational objectives.",,g,"monitoring and conducting ongoing evaluation and assessment of internal and external training quality and effectiveness, and reviewing and modifying training objectives, methods and course deliverables;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2424,TRAINING AND STAFF DEVELOPMENT PROFESSIONALS,"Training and Staff Development Professionals plan, develop, conduct and evaluate training and development programmes to ensure that the management and staff acquire skills and develop the competencies required by the organisation to meet organisational objectives.",,h,performing related tasks; and,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2424,TRAINING AND STAFF DEVELOPMENT PROFESSIONALS,"Training and Staff Development Professionals plan, develop, conduct and evaluate training and development programmes to ensure that the management and staff acquire skills and develop the competencies required by the organisation to meet organisational objectives.",,i,enhancing knowledge and coordinating work performance. 75 MALAYSIA STANDARD CLASSIFICATION OF OCCUPATIONS / PROFESSIONALS,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2425,ADMINISTRATIVE PROFESSIONALS,"Administrative Professionals handle work related to financial management, supply and development procurement, management, services of personnel, office administration, official functions, consular matters and other administrative duties.",,a,"planning, formulating and implementing public policies;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2425,ADMINISTRATIVE PROFESSIONALS,"Administrative Professionals handle work related to financial management, supply and development procurement, management, services of personnel, office administration, official functions, consular matters and other administrative duties.",,b,"preparing working papers, concept papers and reports on organisational performance;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2425,ADMINISTRATIVE PROFESSIONALS,"Administrative Professionals handle work related to financial management, supply and development procurement, management, services of personnel, office administration, official functions, consular matters and other administrative duties.",,c,organising meetings / conferences;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2425,ADMINISTRATIVE PROFESSIONALS,"Administrative Professionals handle work related to financial management, supply and development procurement, management, services of personnel, office administration, official functions, consular matters and other administrative duties.",,d,conducting research and maintaining organisational profile and database;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2425,ADMINISTRATIVE PROFESSIONALS,"Administrative Professionals handle work related to financial management, supply and development procurement, management, services of personnel, office administration, official functions, consular matters and other administrative duties.",,e,coordinating travel arrangements for staff on work matters;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2425,ADMINISTRATIVE PROFESSIONALS,"Administrative Professionals handle work related to financial management, supply and development procurement, management, services of personnel, office administration, official functions, consular matters and other administrative duties.",,f,preparing and assessing follow-up reports of staff and/or clients;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2425,ADMINISTRATIVE PROFESSIONALS,"Administrative Professionals handle work related to financial management, supply and development procurement, management, services of personnel, office administration, official functions, consular matters and other administrative duties.",,g,coordinating all training courses and maintaining staff training records;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2425,ADMINISTRATIVE PROFESSIONALS,"Administrative Professionals handle work related to financial management, supply and development procurement, management, services of personnel, office administration, official functions, consular matters and other administrative duties.",,h,maintaining scheduling record;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2425,ADMINISTRATIVE PROFESSIONALS,"Administrative Professionals handle work related to financial management, supply and development procurement, management, services of personnel, office administration, official functions, consular matters and other administrative duties.",,i,"handling stationery requisition, printing, binding and general logistics support;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2425,ADMINISTRATIVE PROFESSIONALS,"Administrative Professionals handle work related to financial management, supply and development procurement, management, services of personnel, office administration, official functions, consular matters and other administrative duties.",,j,performing related tasks; and,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2425,ADMINISTRATIVE PROFESSIONALS,"Administrative Professionals handle work related to financial management, supply and development procurement, management, services of personnel, office administration, official functions, consular matters and other administrative duties.",,k,enhancing knowledge and coordinating work performance.,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2426,RESEARCH AND DEVELOPMENT PROFESSIONALS,"Research and Development Professionals plan, execute policies and responsible for basic research and science to the development of technology and new inventions.",,a,conducting research to produce new discoveries;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2426,RESEARCH AND DEVELOPMENT PROFESSIONALS,"Research and Development Professionals plan, execute policies and responsible for basic research and science to the development of technology and new inventions.",,b,conducting research to improve the quality of existing inventions;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2426,RESEARCH AND DEVELOPMENT PROFESSIONALS,"Research and Development Professionals plan, execute policies and responsible for basic research and science to the development of technology and new inventions.",,c,conducting research to improve production;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2426,RESEARCH AND DEVELOPMENT PROFESSIONALS,"Research and Development Professionals plan, execute policies and responsible for basic research and science to the development of technology and new inventions.",,d,evaluating and determining the results of such research could be used for development purposes;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2426,RESEARCH AND DEVELOPMENT PROFESSIONALS,"Research and Development Professionals plan, execute policies and responsible for basic research and science to the development of technology and new inventions.",,e,enforcing relevant acts;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2426,RESEARCH AND DEVELOPMENT PROFESSIONALS,"Research and Development Professionals plan, execute policies and responsible for basic research and science to the development of technology and new inventions.",,f,"carrying out studies and research on quality assurance, research and the transfer of science and technology and development, and training courses for users in the country;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2426,RESEARCH AND DEVELOPMENT PROFESSIONALS,"Research and Development Professionals plan, execute policies and responsible for basic research and science to the development of technology and new inventions.",,g,"conducting basic and applied research, expert advice, and disseminate information on related technologies in the country;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2426,RESEARCH AND DEVELOPMENT PROFESSIONALS,"Research and Development Professionals plan, execute policies and responsible for basic research and science to the development of technology and new inventions.",,h,carrying out research development (R & D) in various fields; and,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,242,ADMINISTRATION PROFESSIONALS,2426,RESEARCH AND DEVELOPMENT PROFESSIONALS,"Research and Development Professionals plan, execute policies and responsible for basic research and science to the development of technology and new inventions.",,i,enhancing knowledge and coordinating the work performance.,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2431,ADVERTISING AND MARKETING PROFESSIONALS,Advertising and Marketing Professionals develop and coordinate advertising strategies and campaigns and develop market opportunities for new and existing goods and services.,,a,"planning, implementing and monitoring various business activities;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2431,ADVERTISING AND MARKETING PROFESSIONALS,Advertising and Marketing Professionals develop and coordinate advertising strategies and campaigns and develop market opportunities for new and existing goods and services.,,b,reporting on customer feedback and requirements to manufacturers;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2431,ADVERTISING AND MARKETING PROFESSIONALS,Advertising and Marketing Professionals develop and coordinate advertising strategies and campaigns and develop market opportunities for new and existing goods and services.,,c,developing and devising creative ideas for an advertising campaign for a brand or business;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2431,ADVERTISING AND MARKETING PROFESSIONALS,Advertising and Marketing Professionals develop and coordinate advertising strategies and campaigns and develop market opportunities for new and existing goods and services.,,d,"advising clients on how, when and where to spend their advertising budgets;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2431,ADVERTISING AND MARKETING PROFESSIONALS,Advertising and Marketing Professionals develop and coordinate advertising strategies and campaigns and develop market opportunities for new and existing goods and services.,,e,"providing direct, creative and strategic communication with the target audience, e.g. direct mail and direct response radio advertising;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2431,ADVERTISING AND MARKETING PROFESSIONALS,Advertising and Marketing Professionals develop and coordinate advertising strategies and campaigns and develop market opportunities for new and existing goods and services.,,f,interacting with the media;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2431,ADVERTISING AND MARKETING PROFESSIONALS,Advertising and Marketing Professionals develop and coordinate advertising strategies and campaigns and develop market opportunities for new and existing goods and services.,,g,performing related tasks; and,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2431,ADVERTISING AND MARKETING PROFESSIONALS,Advertising and Marketing Professionals develop and coordinate advertising strategies and campaigns and develop market opportunities for new and existing goods and services.,,h,enhancing knowledge and coordinating work performance.,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2432,PUBLIC RELATIONS PROFESSIONALS,"Public Relations Professionals improve, advise or apply operational methods to build, maintain and manage communications between an organisation and the public.",,a,"managing press conferences, draft press releases, briefing notes and information publications, exhibitions and annual reports;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2432,PUBLIC RELATIONS PROFESSIONALS,"Public Relations Professionals improve, advise or apply operational methods to build, maintain and manage communications between an organisation and the public.",,b,"writing and editing press releases, in-house newsletters, speeches, articles and annual reports;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2432,PUBLIC RELATIONS PROFESSIONALS,"Public Relations Professionals improve, advise or apply operational methods to build, maintain and manage communications between an organisation and the public.",,c,maintaining and updating information on the organisation’s website;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2432,PUBLIC RELATIONS PROFESSIONALS,"Public Relations Professionals improve, advise or apply operational methods to build, maintain and manage communications between an organisation and the public.",,d,"preparing and supervising the production of publicity brochures, handouts, promotional videos, photographs, films and multimedia programmes;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2432,PUBLIC RELATIONS PROFESSIONALS,"Public Relations Professionals improve, advise or apply operational methods to build, maintain and manage communications between an organisation and the public.",,e,"responding to queries from individuals, journalists and other organisations;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2432,PUBLIC RELATIONS PROFESSIONALS,"Public Relations Professionals improve, advise or apply operational methods to build, maintain and manage communications between an organisation and the public.",,f,"giving briefings at presentations, press conferences, radio and TV interviews, and meetings;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2432,PUBLIC RELATIONS PROFESSIONALS,"Public Relations Professionals improve, advise or apply operational methods to build, maintain and manage communications between an organisation and the public.",,g,"developing and maintaining good working relations with the media, including local and national newspapers, magazines, radio and television;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2432,PUBLIC RELATIONS PROFESSIONALS,"Public Relations Professionals improve, advise or apply operational methods to build, maintain and manage communications between an organisation and the public.",,h,"organising special events such as press conferences, exhibitions, open days, tours, competitions and sponsorship;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2432,PUBLIC RELATIONS PROFESSIONALS,"Public Relations Professionals improve, advise or apply operational methods to build, maintain and manage communications between an organisation and the public.",,i,fostering community relations through events such as open days and involvement in community initiatives;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2432,PUBLIC RELATIONS PROFESSIONALS,"Public Relations Professionals improve, advise or apply operational methods to build, maintain and manage communications between an organisation and the public.",,j,"focusing on improving the well-being of individuals, families and the community.",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2432,PUBLIC RELATIONS PROFESSIONALS,"Public Relations Professionals improve, advise or apply operational methods to build, maintain and manage communications between an organisation and the public.",,k,"planning, research and evaluation;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2432,PUBLIC RELATIONS PROFESSIONALS,"Public Relations Professionals improve, advise or apply operational methods to build, maintain and manage communications between an organisation and the public.",,l,performing related tasks; and,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2432,PUBLIC RELATIONS PROFESSIONALS,"Public Relations Professionals improve, advise or apply operational methods to build, maintain and manage communications between an organisation and the public.",,m,enhancing knowledge and coordinating work performance.,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2433,TECHNICAL AND MEDICAL SALES PROFESSIONALS (EXCLUDING ICT),"Technical and Medical Sales Professionals (Excluding ICT) improve, advise or apply operational methods specialised in the sale of medical and healthcare products including installations, equipment and technical products and related services, and provide specialised information as required.",,a,assessing clients’ needs and recommending appropriate goods or services;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2433,TECHNICAL AND MEDICAL SALES PROFESSIONALS (EXCLUDING ICT),"Technical and Medical Sales Professionals (Excluding ICT) improve, advise or apply operational methods specialised in the sale of medical and healthcare products including installations, equipment and technical products and related services, and provide specialised information as required.",,b,"attending company meetings, technical data presentations and briefings;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2433,TECHNICAL AND MEDICAL SALES PROFESSIONALS (EXCLUDING ICT),"Technical and Medical Sales Professionals (Excluding ICT) improve, advise or apply operational methods specialised in the sale of medical and healthcare products including installations, equipment and technical products and related services, and provide specialised information as required.",,c,"being sensitive to the development of the National Health Service (NHS), anticipating potential negative and positive impacts on the business and adopting appropriate strategies;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2433,TECHNICAL AND MEDICAL SALES PROFESSIONALS (EXCLUDING ICT),"Technical and Medical Sales Professionals (Excluding ICT) improve, advise or apply operational methods specialised in the sale of medical and healthcare products including installations, equipment and technical products and related services, and provide specialised information as required.",,d,keeping abreast of the health service activities in a particular area;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2433,TECHNICAL AND MEDICAL SALES PROFESSIONALS (EXCLUDING ICT),"Technical and Medical Sales Professionals (Excluding ICT) improve, advise or apply operational methods specialised in the sale of medical and healthcare products including installations, equipment and technical products and related services, and provide specialised information as required.",,e,providing information on the design for products or services which shall be in accordance with customer requirements;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2433,TECHNICAL AND MEDICAL SALES PROFESSIONALS (EXCLUDING ICT),"Technical and Medical Sales Professionals (Excluding ICT) improve, advise or apply operational methods specialised in the sale of medical and healthcare products including installations, equipment and technical products and related services, and provide specialised information as required.",,f,preparing reports and working papers to carry out a demonstration of the benefits of a product or service;,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2433,TECHNICAL AND MEDICAL SALES PROFESSIONALS (EXCLUDING ICT),"Technical and Medical Sales Professionals (Excluding ICT) improve, advise or apply operational methods specialised in the sale of medical and healthcare products including installations, equipment and technical products and related services, and provide specialised information as required.",,g,"arranging delivery of goods, installation of equipment and provision of services;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2433,TECHNICAL AND MEDICAL SALES PROFESSIONALS (EXCLUDING ICT),"Technical and Medical Sales Professionals (Excluding ICT) improve, advise or apply operational methods specialised in the sale of medical and healthcare products including installations, equipment and technical products and related services, and provide specialised information as required.",,h,"planning, research and evaluation;",MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2433,TECHNICAL AND MEDICAL SALES PROFESSIONALS (EXCLUDING ICT),"Technical and Medical Sales Professionals (Excluding ICT) improve, advise or apply operational methods specialised in the sale of medical and healthcare products including installations, equipment and technical products and related services, and provide specialised information as required.",,i,performing related tasks; and,MASCO 2020,2020
2,PROFESSIONALS,24,BUSINESS AND ADMINISTRATION PROFESSIONALS,243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",2433,TECHNICAL AND MEDICAL SALES PROFESSIONALS (EXCLUDING ICT),"Technical and Medical Sales Professionals (Excluding ICT) improve, advise or apply operational methods specialised in the sale of medical and healthcare products including installations, equipment and technical products and related services, and provide specialised information as required.",,j,enhancing knowledge and coordinating work performance.,MASCO 2020,2020
