major_code,major_title,sub_major_code,sub_major_title,minor_code,minor_title,unit_code,unit_title,unit_description,skill_level,task_letter,task_text,source,source_year
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1111,LEGISLATORS,"Legislators determine, formulate and direct policies of national, state, regional or local governments and international governmental agencies, and make, ratify, amend or repeal laws, public rules and regulations.",,a,"presiding over or participating in the proceedings of legislative bodies and administrative councils of national, state, regional or local governments or legislative assemblies;",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1111,LEGISLATORS,"Legislators determine, formulate and direct policies of national, state, regional or local governments and international governmental agencies, and make, ratify, amend or repeal laws, public rules and regulations.",,b,"determining, formulating and directing policies of national, state, regional or local governments;",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1111,LEGISLATORS,"Legislators determine, formulate and direct policies of national, state, regional or local governments and international governmental agencies, and make, ratify, amend or repeal laws, public rules and regulations.",,c,"making, ratifying, amending or repealing laws, public rules and regulations within a statutory or constitutional framework;",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1111,LEGISLATORS,"Legislators determine, formulate and direct policies of national, state, regional or local governments and international governmental agencies, and make, ratify, amend or repeal laws, public rules and regulations.",,d,serving on government administrative boards or official committees;,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1111,LEGISLATORS,"Legislators determine, formulate and direct policies of national, state, regional or local governments and international governmental agencies, and make, ratify, amend or repeal laws, public rules and regulations.",,e,investigating matters of concern to the public and promoting the interests of the constituencies which they represent;,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1111,LEGISLATORS,"Legislators determine, formulate and direct policies of national, state, regional or local governments and international governmental agencies, and make, ratify, amend or repeal laws, public rules and regulations.",,f,"attending community functions and meetings to provide service to the community, understand public opinion and provide information on government plans; The Managers plan, analyze, formulate, direct and advise on government policies, or carry out similar tasks on behalf of special interest organizations; or plan, organize, lead, control and coordinate the policies and activities of an enterprise, organization, department or internal section. Reference to the skill level is open and not strict to education level. However, employment in this major group primarily requires education skills level at the fifth to eighth levels. Skills level MANAGERS Description 6 MALAYSIA STANDARD CLASSIFICATION OF OCCUPATIONS / MANAGERS",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1111,LEGISLATORS,"Legislators determine, formulate and direct policies of national, state, regional or local governments and international governmental agencies, and make, ratify, amend or repeal laws, public rules and regulations.",,g,"negotiating with other legislators and representatives of interest groups in order to reconcile differing interests, and to create policies and agreements;",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1111,LEGISLATORS,"Legislators determine, formulate and direct policies of national, state, regional or local governments and international governmental agencies, and make, ratify, amend or repeal laws, public rules and regulations.",,h,"as members of the government, directing senior administrators and officials of government departments and agencies in the interpretation and implementation of government policies;",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1111,LEGISLATORS,"Legislators determine, formulate and direct policies of national, state, regional or local governments and international governmental agencies, and make, ratify, amend or repeal laws, public rules and regulations.",,i,performing related tasks; and,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1111,LEGISLATORS,"Legislators determine, formulate and direct policies of national, state, regional or local governments and international governmental agencies, and make, ratify, amend or repeal laws, public rules and regulations.",,j,"managing, planning, scheduling and monitoring the tasks of other workers.",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1112,SENIOR GOVERNMENT OFFICIALS,"Senior Government Officials advise governments on policy matters, oversee the interpretation and implementation of government policies and legislation by government departments and agencies, represent their country abroad and act on its behalf, or carry out similar tasks in intergovernmental organisations. They plan, organise, direct, control and evaluate the overall activities of municipal or local, regional and national government departments, councils, agencies or commissions in accordance with legislation and policies established by government and legislative bodies.",,a,"advising federal, state, regional or local governments on policy matters;",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1112,SENIOR GOVERNMENT OFFICIALS,"Senior Government Officials advise governments on policy matters, oversee the interpretation and implementation of government policies and legislation by government departments and agencies, represent their country abroad and act on its behalf, or carry out similar tasks in intergovernmental organisations. They plan, organise, direct, control and evaluate the overall activities of municipal or local, regional and national government departments, councils, agencies or commissions in accordance with legislation and policies established by government and legislative bodies.",,b,"advising on the preparation of government budgets, laws and regulations, including amendments;",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1112,SENIOR GOVERNMENT OFFICIALS,"Senior Government Officials advise governments on policy matters, oversee the interpretation and implementation of government policies and legislation by government departments and agencies, represent their country abroad and act on its behalf, or carry out similar tasks in intergovernmental organisations. They plan, organise, direct, control and evaluate the overall activities of municipal or local, regional and national government departments, councils, agencies or commissions in accordance with legislation and policies established by government and legislative bodies.",,c,formulating or approving and evaluating programmes and procedures for implementation by the government;,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1112,SENIOR GOVERNMENT OFFICIALS,"Senior Government Officials advise governments on policy matters, oversee the interpretation and implementation of government policies and legislation by government departments and agencies, represent their country abroad and act on its behalf, or carry out similar tasks in intergovernmental organisations. They plan, organise, direct, control and evaluate the overall activities of municipal or local, regional and national government departments, councils, agencies or commissions in accordance with legislation and policies established by government and legislative bodies.",,d,"recommending, reviewing, evaluating and approving documents and reports submitted by middle managers and senior staff members;",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1112,SENIOR GOVERNMENT OFFICIALS,"Senior Government Officials advise governments on policy matters, oversee the interpretation and implementation of government policies and legislation by government departments and agencies, represent their country abroad and act on its behalf, or carry out similar tasks in intergovernmental organisations. They plan, organise, direct, control and evaluate the overall activities of municipal or local, regional and national government departments, councils, agencies or commissions in accordance with legislation and policies established by government and legislative bodies.",,e,ensuring appropriate systems and procedures are developed and implemented to provide budgetary control;,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1112,SENIOR GOVERNMENT OFFICIALS,"Senior Government Officials advise governments on policy matters, oversee the interpretation and implementation of government policies and legislation by government departments and agencies, represent their country abroad and act on its behalf, or carry out similar tasks in intergovernmental organisations. They plan, organise, direct, control and evaluate the overall activities of municipal or local, regional and national government departments, councils, agencies or commissions in accordance with legislation and policies established by government and legislative bodies.",,f,making presentations to legislative and other government committees on policy planning or budget allocations;,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1112,SENIOR GOVERNMENT OFFICIALS,"Senior Government Officials advise governments on policy matters, oversee the interpretation and implementation of government policies and legislation by government departments and agencies, represent their country abroad and act on its behalf, or carry out similar tasks in intergovernmental organisations. They plan, organise, direct, control and evaluate the overall activities of municipal or local, regional and national government departments, councils, agencies or commissions in accordance with legislation and policies established by government and legislative bodies.",,g,overseeing the interpretation and implementation of goverment policies and laws by government departments and agencies;,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1112,SENIOR GOVERNMENT OFFICIALS,"Senior Government Officials advise governments on policy matters, oversee the interpretation and implementation of government policies and legislation by government departments and agencies, represent their country abroad and act on its behalf, or carry out similar tasks in intergovernmental organisations. They plan, organise, direct, control and evaluate the overall activities of municipal or local, regional and national government departments, councils, agencies or commissions in accordance with legislation and policies established by government and legislative bodies.",,h,performing related tasks; and,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1112,SENIOR GOVERNMENT OFFICIALS,"Senior Government Officials advise governments on policy matters, oversee the interpretation and implementation of government policies and legislation by government departments and agencies, represent their country abroad and act on its behalf, or carry out similar tasks in intergovernmental organisations. They plan, organise, direct, control and evaluate the overall activities of municipal or local, regional and national government departments, councils, agencies or commissions in accordance with legislation and policies established by government and legislative bodies.",,i,"managing, planning, scheduling and monitoring the tasks of other workers.",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1113,TRADITIONAL CHIEFS AND HEADS OF VILLAGE,"Traditional Chiefs and Heads of Village perform a variety of legislative, administrative and ceremonial tasks and duties determined by traditions, as well as by the division of rights and responsibilities between village heads and the local, regional and national authorities.",,a,"performing duties as a liaison officer to disseminate information about the state administration, government policies, and organise community development in the mukim;",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1113,TRADITIONAL CHIEFS AND HEADS OF VILLAGE,"Traditional Chiefs and Heads of Village perform a variety of legislative, administrative and ceremonial tasks and duties determined by traditions, as well as by the division of rights and responsibilities between village heads and the local, regional and national authorities.",,b,"focusing on aspects of development, administration, religion and culture in the mukim;",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1113,TRADITIONAL CHIEFS AND HEADS OF VILLAGE,"Traditional Chiefs and Heads of Village perform a variety of legislative, administrative and ceremonial tasks and duties determined by traditions, as well as by the division of rights and responsibilities between village heads and the local, regional and national authorities.",,c,settling disputes between members of the community or village;,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1113,TRADITIONAL CHIEFS AND HEADS OF VILLAGE,"Traditional Chiefs and Heads of Village perform a variety of legislative, administrative and ceremonial tasks and duties determined by traditions, as well as by the division of rights and responsibilities between village heads and the local, regional and national authorities.",,d,disciplining members of the community or village for violation of rules and customs;,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1113,TRADITIONAL CHIEFS AND HEADS OF VILLAGE,"Traditional Chiefs and Heads of Village perform a variety of legislative, administrative and ceremonial tasks and duties determined by traditions, as well as by the division of rights and responsibilities between village heads and the local, regional and national authorities.",,e,"performing ceremonial duties in connection with births, marriages, deaths, harvests and other traditional festivities;",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1113,TRADITIONAL CHIEFS AND HEADS OF VILLAGE,"Traditional Chiefs and Heads of Village perform a variety of legislative, administrative and ceremonial tasks and duties determined by traditions, as well as by the division of rights and responsibilities between village heads and the local, regional and national authorities.",,f,representing the community or village in local or regional councils;,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1113,TRADITIONAL CHIEFS AND HEADS OF VILLAGE,"Traditional Chiefs and Heads of Village perform a variety of legislative, administrative and ceremonial tasks and duties determined by traditions, as well as by the division of rights and responsibilities between village heads and the local, regional and national authorities.",,g,informing the community or village about government directives and regulations; and,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1113,TRADITIONAL CHIEFS AND HEADS OF VILLAGE,"Traditional Chiefs and Heads of Village perform a variety of legislative, administrative and ceremonial tasks and duties determined by traditions, as well as by the division of rights and responsibilities between village heads and the local, regional and national authorities.",,h,performing related tasks. 7 MALAYSIA STANDARD CLASSIFICATION OF OCCUPATIONS / MANAGERS,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1114,SENIOR OFFICIALS OF SPECIAL-INTEREST ORGANISATIONS,"Senior Officials of Special-Interest Organisations determine, formulate and direct the implementation of policies of special interest organisations such as political party organisations, trade unions, employers’ organisations, trade and industry associations, humanitarian or charity organisations, or sports associations, and act on their behalf.",,a,"determining and formulating the policies, rules and regulations of the political party or organisation;",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1114,SENIOR OFFICIALS OF SPECIAL-INTEREST ORGANISATIONS,"Senior Officials of Special-Interest Organisations determine, formulate and direct the implementation of policies of special interest organisations such as political party organisations, trade unions, employers’ organisations, trade and industry associations, humanitarian or charity organisations, or sports associations, and act on their behalf.",,b,"planning, directing and coordinating the general functioning of the organisation;",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1114,SENIOR OFFICIALS OF SPECIAL-INTEREST ORGANISATIONS,"Senior Officials of Special-Interest Organisations determine, formulate and direct the implementation of policies of special interest organisations such as political party organisations, trade unions, employers’ organisations, trade and industry associations, humanitarian or charity organisations, or sports associations, and act on their behalf.",,c,"reviewing the operations and results of the organisation meetings and reporting to the board of directors and governing bodies, the organisation’s membership and funding agencies;",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1114,SENIOR OFFICIALS OF SPECIAL-INTEREST ORGANISATIONS,"Senior Officials of Special-Interest Organisations determine, formulate and direct the implementation of policies of special interest organisations such as political party organisations, trade unions, employers’ organisations, trade and industry associations, humanitarian or charity organisations, or sports associations, and act on their behalf.",,d,"planning, organising and directing divisions charged with implementing the organisation’s policies;",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1114,SENIOR OFFICIALS OF SPECIAL-INTEREST ORGANISATIONS,"Senior Officials of Special-Interest Organisations determine, formulate and direct the implementation of policies of special interest organisations such as political party organisations, trade unions, employers’ organisations, trade and industry associations, humanitarian or charity organisations, or sports associations, and act on their behalf.",,e,ensuring appropriate systems and procedures are developed and implemented to provide budgetary control;,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1114,SENIOR OFFICIALS OF SPECIAL-INTEREST ORGANISATIONS,"Senior Officials of Special-Interest Organisations determine, formulate and direct the implementation of policies of special interest organisations such as political party organisations, trade unions, employers’ organisations, trade and industry associations, humanitarian or charity organisations, or sports associations, and act on their behalf.",,f,monitoring and evaluating the performance of the organisation or enterprise against established objectives and policies;,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1114,SENIOR OFFICIALS OF SPECIAL-INTEREST ORGANISATIONS,"Senior Officials of Special-Interest Organisations determine, formulate and direct the implementation of policies of special interest organisations such as political party organisations, trade unions, employers’ organisations, trade and industry associations, humanitarian or charity organisations, or sports associations, and act on their behalf.",,g,"representing the organisation on official occasions and at board meetings, in negotiations, at conventions, public hearings and forums;",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1114,SENIOR OFFICIALS OF SPECIAL-INTEREST ORGANISATIONS,"Senior Officials of Special-Interest Organisations determine, formulate and direct the implementation of policies of special interest organisations such as political party organisations, trade unions, employers’ organisations, trade and industry associations, humanitarian or charity organisations, or sports associations, and act on their behalf.",,h,performing related tasks; and,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",111,LEGISLATORS AND SENIOR OFFICIALS,1114,SENIOR OFFICIALS OF SPECIAL-INTEREST ORGANISATIONS,"Senior Officials of Special-Interest Organisations determine, formulate and direct the implementation of policies of special interest organisations such as political party organisations, trade unions, employers’ organisations, trade and industry associations, humanitarian or charity organisations, or sports associations, and act on their behalf.",,i,"managing, planning, scheduling and monitoring the tasks of other workers.",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",112,MANAGING DIRECTORS AND CHIEF EXECUTIVES,1121,MANAGING DIRECTORS AND CHIEF EXECUTIVES,"Managing Directors and Chief Executives formulate and review policies and plan, direct, coordinate and evaluate the overall activities of enterprises or organisations (except special interest organisations and government departments) with the support of other managers, usually within guidelines established by a board of directors or a governing body to whom they are answerable for the operations undertaken and results.",,a,"planning, directing and coordinating the general functions of the enterprise or organisation;",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",112,MANAGING DIRECTORS AND CHIEF EXECUTIVES,1121,MANAGING DIRECTORS AND CHIEF EXECUTIVES,"Managing Directors and Chief Executives formulate and review policies and plan, direct, coordinate and evaluate the overall activities of enterprises or organisations (except special interest organisations and government departments) with the support of other managers, usually within guidelines established by a board of directors or a governing body to whom they are answerable for the operations undertaken and results.",,b,reviewing the operations and results of the enterprise or organisation and reporting to the board of directors and governing bodies;,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",112,MANAGING DIRECTORS AND CHIEF EXECUTIVES,1121,MANAGING DIRECTORS AND CHIEF EXECUTIVES,"Managing Directors and Chief Executives formulate and review policies and plan, direct, coordinate and evaluate the overall activities of enterprises or organisations (except special interest organisations and government departments) with the support of other managers, usually within guidelines established by a board of directors or a governing body to whom they are answerable for the operations undertaken and results.",,c,"determining objectives, strategies, policies and programmes for the enterprise or organisation;",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",112,MANAGING DIRECTORS AND CHIEF EXECUTIVES,1121,MANAGING DIRECTORS AND CHIEF EXECUTIVES,"Managing Directors and Chief Executives formulate and review policies and plan, direct, coordinate and evaluate the overall activities of enterprises or organisations (except special interest organisations and government departments) with the support of other managers, usually within guidelines established by a board of directors or a governing body to whom they are answerable for the operations undertaken and results.",,d,providing overall leadership and management to the enterprise or organisation;,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",112,MANAGING DIRECTORS AND CHIEF EXECUTIVES,1121,MANAGING DIRECTORS AND CHIEF EXECUTIVES,"Managing Directors and Chief Executives formulate and review policies and plan, direct, coordinate and evaluate the overall activities of enterprises or organisations (except special interest organisations and government departments) with the support of other managers, usually within guidelines established by a board of directors or a governing body to whom they are answerable for the operations undertaken and results.",,e,"establishing and managing budgets, controlling expenditure and ensuring the efficient use of resources;",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",112,MANAGING DIRECTORS AND CHIEF EXECUTIVES,1121,MANAGING DIRECTORS AND CHIEF EXECUTIVES,"Managing Directors and Chief Executives formulate and review policies and plan, direct, coordinate and evaluate the overall activities of enterprises or organisations (except special interest organisations and government departments) with the support of other managers, usually within guidelines established by a board of directors or a governing body to whom they are answerable for the operations undertaken and results.",,f,monitoring and evaluating the performance of the organisation or enterprise against established objectives and policies; 8 MALAYSIA STANDARD CLASSIFICATION OF OCCUPATIONS / MANAGERS,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",112,MANAGING DIRECTORS AND CHIEF EXECUTIVES,1121,MANAGING DIRECTORS AND CHIEF EXECUTIVES,"Managing Directors and Chief Executives formulate and review policies and plan, direct, coordinate and evaluate the overall activities of enterprises or organisations (except special interest organisations and government departments) with the support of other managers, usually within guidelines established by a board of directors or a governing body to whom they are answerable for the operations undertaken and results.",,g,consulting and reviewing recommendations and reports with senior subordinate staff;,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",112,MANAGING DIRECTORS AND CHIEF EXECUTIVES,1121,MANAGING DIRECTORS AND CHIEF EXECUTIVES,"Managing Directors and Chief Executives formulate and review policies and plan, direct, coordinate and evaluate the overall activities of enterprises or organisations (except special interest organisations and government departments) with the support of other managers, usually within guidelines established by a board of directors or a governing body to whom they are answerable for the operations undertaken and results.",,h,"representing the organisation at official occasions and board meetings, in negotiations, at conventions, seminars, public hearings and forums;",MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",112,MANAGING DIRECTORS AND CHIEF EXECUTIVES,1121,MANAGING DIRECTORS AND CHIEF EXECUTIVES,"Managing Directors and Chief Executives formulate and review policies and plan, direct, coordinate and evaluate the overall activities of enterprises or organisations (except special interest organisations and government departments) with the support of other managers, usually within guidelines established by a board of directors or a governing body to whom they are answerable for the operations undertaken and results.",,i,selecting or approving the selection of senior staff;,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",112,MANAGING DIRECTORS AND CHIEF EXECUTIVES,1121,MANAGING DIRECTORS AND CHIEF EXECUTIVES,"Managing Directors and Chief Executives formulate and review policies and plan, direct, coordinate and evaluate the overall activities of enterprises or organisations (except special interest organisations and government departments) with the support of other managers, usually within guidelines established by a board of directors or a governing body to whom they are answerable for the operations undertaken and results.",,j,ensuring the organisation complies with relevant legislation and regulations;,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",112,MANAGING DIRECTORS AND CHIEF EXECUTIVES,1121,MANAGING DIRECTORS AND CHIEF EXECUTIVES,"Managing Directors and Chief Executives formulate and review policies and plan, direct, coordinate and evaluate the overall activities of enterprises or organisations (except special interest organisations and government departments) with the support of other managers, usually within guidelines established by a board of directors or a governing body to whom they are answerable for the operations undertaken and results.",,k,performing related tasks; and,MASCO 2020,2020
1,MANAGERS,11,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",112,MANAGING DIRECTORS AND CHIEF EXECUTIVES,1121,MANAGING DIRECTORS AND CHIEF EXECUTIVES,"Managing Directors and Chief Executives formulate and review policies and plan, direct, coordinate and evaluate the overall activities of enterprises or organisations (except special interest organisations and government departments) with the support of other managers, usually within guidelines established by a board of directors or a governing body to whom they are answerable for the operations undertaken and results.",,l,"managing, planning, scheduling and monitoring the tasks of other workers.",MASCO 2020,2020
1,MANAGERS,12,ADMINISTRATIVE AND COMMERCIAL MANAGERS,121,BUSINESS SERVICES AND ADMINISTRATION MANAGERS,1211,FINANCE MANAGERS,"Finance Managers plan, direct and coordinate the financial operations of an enterprise or organization, in consultation with senior managers and with managers of other departments or sections, or of enterprises that provide financial services to other enterprises and organizations.",,a,"planning, directing, controlling and coordinating the internal financial operations of the enterprise or organisation;",MASCO 2020,2020
1,MANAGERS,12,ADMINISTRATIVE AND COMMERCIAL MANAGERS,121,BUSINESS SERVICES AND ADMINISTRATION MANAGERS,1211,FINANCE MANAGERS,"Finance Managers plan, direct and coordinate the financial operations of an enterprise or organization, in consultation with senior managers and with managers of other departments or sections, or of enterprises that provide financial services to other enterprises and organizations.",,b,ensuring the organisation’s financial statements have been dealt with in the right manner;,MASCO 2020,2020
1,MANAGERS,12,ADMINISTRATIVE AND COMMERCIAL MANAGERS,121,BUSINESS SERVICES AND ADMINISTRATION MANAGERS,1211,FINANCE MANAGERS,"Finance Managers plan, direct and coordinate the financial operations of an enterprise or organization, in consultation with senior managers and with managers of other departments or sections, or of enterprises that provide financial services to other enterprises and organizations.",,c,"assessing the financial situation of the enterprise or organisation, preparing budgets and overseeing various financial operations;",MASCO 2020,2020
1,MANAGERS,12,ADMINISTRATIVE AND COMMERCIAL MANAGERS,121,BUSINESS SERVICES AND ADMINISTRATION MANAGERS,1211,FINANCE MANAGERS,"Finance Managers plan, direct and coordinate the financial operations of an enterprise or organization, in consultation with senior managers and with managers of other departments or sections, or of enterprises that provide financial services to other enterprises and organizations.",,d,consulting with the chief executive and with managers of other divisions and departments;,MASCO 2020,2020
1,MANAGERS,12,ADMINISTRATIVE AND COMMERCIAL MANAGERS,121,BUSINESS SERVICES AND ADMINISTRATION MANAGERS,1211,FINANCE MANAGERS,"Finance Managers plan, direct and coordinate the financial operations of an enterprise or organization, in consultation with senior managers and with managers of other departments or sections, or of enterprises that provide financial services to other enterprises and organizations.",,e,controlling expenditure and ensuring efficient use of resources;,MASCO 2020,2020
1,MANAGERS,12,ADMINISTRATIVE AND COMMERCIAL MANAGERS,121,BUSINESS SERVICES AND ADMINISTRATION MANAGERS,1211,FINANCE MANAGERS,"Finance Managers plan, direct and coordinate the financial operations of an enterprise or organization, in consultation with senior managers and with managers of other departments or sections, or of enterprises that provide financial services to other enterprises and organizations.",,f,planning and directing daily operations;,MASCO 2020,2020
1,MANAGERS,12,ADMINISTRATIVE AND COMMERCIAL MANAGERS,121,BUSINESS SERVICES AND ADMINISTRATION MANAGERS,1211,FINANCE MANAGERS,"Finance Managers plan, direct and coordinate the financial operations of an enterprise or organization, in consultation with senior managers and with managers of other departments or sections, or of enterprises that provide financial services to other enterprises and organizations.",,g,"overseeing the selection, training and performance of staff;",MASCO 2020,2020
1,MANAGERS,12,ADMINISTRATIVE AND COMMERCIAL MANAGERS,121,BUSINESS SERVICES AND ADMINISTRATION MANAGERS,1211,FINANCE MANAGERS,"Finance Managers plan, direct and coordinate the financial operations of an enterprise or organization, in consultation with senior managers and with managers of other departments or sections, or of enterprises that provide financial services to other enterprises and organizations.",,h,representing the department in its dealings with other divisions of the organisation or with external agencies;,MASCO 2020,2020
1,MANAGERS,12,ADMINISTRATIVE AND COMMERCIAL MANAGERS,121,BUSINESS SERVICES AND ADMINISTRATION MANAGERS,1211,FINANCE MANAGERS,"Finance Managers plan, direct and coordinate the financial operations of an enterprise or organization, in consultation with senior managers and with managers of other departments or sections, or of enterprises that provide financial services to other enterprises and organizations.",,i,performing related tasks; and,MASCO 2020,2020
