occupation_code,level,parent_code,title,description,skill_level,source,source_year
3159,unit,315,TRANSPORT TECHNICIANS NOT ELSEWHERE CLASSIFIED,"This unit group covers Transport Technicians Not Elsewhere Classified in Minor Group 315: Ship, Aircraft and Train Technicians. As an example, this group include Road Transport Supervisor, Logistic Supervisor, Transport Supervisor, Halal Logistics, Operation and Green Technology Infrastructure Assistant Facilitator.",,MASCO 2020,2020
316,minor,31,NUCLEAR SCIENCE ASSOCIATE PROFESSIONALS,,,MASCO 2020,2020
3161,unit,316,NUCLEAR RESEARCH AND DEVELOPMENT ASSOCIATE PROFESSIONALS,"Nuclear Research and Development Associate Professionals collect and test samples to monitor results of nuclear experiments and contamination of humans, facilities and environment.",,MASCO 2020,2020
32,sub_major,3,HEALTH ASSOCIATE PROFESSIONALS,,,MASCO 2020,2020
321,minor,32,MEDICAL AND PHARMACEUTICAL TECHNICIANS,,,MASCO 2020,2020
3211,unit,321,MEDICAL IMAGING AND THERAPEUTIC EQUIPMENT TECHNICIANS,"Medical Imaging and Therapeutic Equipment Technicians test and operate radiography, ultrasound and other medical imaging equipment to produce images of the body for the purpose of diagnosis and treatment of injuries, diseases and other disabilities. They may perform radiation treatment on patients under the supervision of a radiologist or other medical professional.",,MASCO 2020,2020
3212,unit,321,MEDICAL AND PATHOLOGY LABORATORY TECHNICIANS,Medical and Pathology Laboratory Technicians perform clinical tests on body fluid and tissue specimens to obtain information on the health of the patient or the cause of death.,,MASCO 2020,2020
3213,unit,321,PHARMACEUTICAL TECHNICIANS AND ASSISTANTS,Pharmaceutical Technicians and Assistants dispense and prepare medicine under the guidance of pharmacists or other health professionals.,,MASCO 2020,2020
3214,unit,321,MEDICAL AND DENTAL PROSTHETIC TECHNICIANS,"Medical and Dental Prosthetic Technicians design, adjust, service and repair medical and dental devices and equipment according to prescription or instruction from health professionals. They make full or partial dentures, inlays, bridges and crowns of metal vulcanite or other composition plates from wax or plaster impressions.",,MASCO 2020,2020
3215,unit,321,ORTHOTIC AND PROSTHETIC TECHNICIANS,"Orthotic and Prosthetic Technicians measure, design, fabricate, fit or service a prosthetic as prescribed by a doctor, and assist in the formulation of the prosthesis prescription for the replacement of external parts of the human body lost due to amputation or congenital deformities or absences.",,MASCO 2020,2020
322,minor,32,NURSING AND MIDWIFERY ASSOCIATE PROFESSIONALS,,,MASCO 2020,2020
3221,unit,322,NURSING ASSOCIATE PROFESSIONALS (EXCEPT DENTAL),"Nursing Associate Professionals (Except Dental) provide basic nursing and personal care for people who are physically or mentally ill, disabled or infirm, and others in need of care due to risks to health.",,MASCO 2020,2020
3222,unit,322,MIDWIFERY ASSOCIATE PROFESSIONALS,"Midwifery Associate Professionals deliver or assist doctors in the delivery of babies, provide ante-natal and post-natal care and advise parents on baby care.",,MASCO 2020,2020
323,minor,32,TRADITIONAL AND COMPLEMENTARY MEDICINE ASSOCIATE PROFESSIONALS,,,MASCO 2020,2020
3231,unit,323,TRADITIONAL AND COMPLEMENTARY MEDICINE ASSOCIATE PROFESSIONALS,"Traditional and Complementary Medicine Associate Professionals treat mental and physical sickness using herbs, medicinal plants and other traditional techniques employed in the community and advise on methods to preserve or improve the health and well-being of a person.",,MASCO 2020,2020
324,minor,32,VETERINARY TECHNICIANS AND ASSISTANTS,,,MASCO 2020,2020
3241,unit,324,VETERINARY TECHNICIANS AND ASSISTANTS,"Veterinary Technicians and Assistants advise, carry out diagnostic, preventive and curative veterinary tasks more limited in scope and complexity than those carried out by veterinarians. They care for animals under treatment and assist veterinarians to perform procedures and treatment.",,MASCO 2020,2020
325,minor,32,OTHER HEALTH ASSOCIATE PROFESSIONALS,,,MASCO 2020,2020
3251,unit,325,DENTAL ASSISTANTS AND THERAPISTS,"Dental Assistants and Therapists carry out advisory, diagnostic, preventive and curative dental tasks more limited in scope and complexity than those carried out by dentists, and assist dentists by preparing and maintaining instruments and other equipment, preparing materials and helping patients prepare for examination and treatment.",,MASCO 2020,2020
3252,unit,325,MEDICAL RECORD AND HEALTH INFORMATION TECHNICIANS,"Medical Record and Health Information Technicians organise and evaluate the results of examinations, reports on x-rays and laboratory tests, diagnoses and treatment plans for completeness and accuracy.",,MASCO 2020,2020
3253,unit,325,COMMUNITY HEALTH WORKERS,"Community Health Workers carry out advisory, diagnostic, preventive and curative medical tasks more limited in scope and complexity than those carried out by medical doctors. They provide support and assistance to individuals and families in the health and social service system.",,MASCO 2020,2020
3254,unit,325,DISPENSING OPTICIANS,"Dispensing Opticians design, fit and dispense optical lenses based on a prescription from an ophthalmologist or optometrist for the correction of reduced visual acuity. They also advise patients on the wearing of and care for their spectacles and contact lenses.",,MASCO 2020,2020
3255,unit,325,PHYSIOTHERAPY TECHNICIANS AND ASSISTANTS,"Physiotherapy Technicians and Assistants provide physical therapy to patients whose movements have been affected by disease, injury or degeneration. The therapy has usually been prescribed by a physiotherapist or other health professional to rehabilitate the patients.",,MASCO 2020,2020
3256,unit,325,MEDICAL ASSISTANTS,Medical Assistants perform basic clinical and administrative tasks to support patient care under the direct supervision of a medical practitioner or other health professionals.,,MASCO 2020,2020
3257,unit,325,ENVIRONMENTAL AND OCCUPATIONAL HEALTH INSPECTORS AND,"ASSOCIATES Environmental and Occupational Health Inspectors and Associates inspect environmental factors which can affect human health, occupational safety and the goods production or",,MASCO 2020,2020
3258,unit,325,AMBULANCE ASSISTANTS,"Ambulance Assistants provide emergency health care to patients who are injured, sick, infirm, or otherwise physically or mentally impaired prior to and during transport to medical facilities.",,MASCO 2020,2020
3259,unit,325,HEALTH ASSOCIATE PROFESSIONALS NOT ELSEWHERE CLASSIFIED,This unit group covers Health Associate Professionals Not Elsewhere Classified in Minor Group 325: Other Health Associate Professionals.,,MASCO 2020,2020
33,sub_major,3,BUSINESS AND ADMINISTRATION ASSOCIATE PROFESSIONALS,,,MASCO 2020,2020
331,minor,33,FINANCIAL AND MATHEMATICAL ASSOCIATE PROFESSIONALS,,,MASCO 2020,2020
3311,unit,331,SECURITIES AND FINANCE DEALERS AND BROKERS,"Securities and Finance Dealers and Brokers buy and sell securities, stocks, bonds and other financial instruments, and deal on the foreign exchange on spot or on futures markets on behalf of their own company or for customers on a commission basis and recommend transactions to clients or senior management.",,MASCO 2020,2020
3312,unit,331,CREDIT AND LOAN OFFICERS,"Credit and Loan Officers analyse and evaluate financial information on applications for credit and loans and approve or disapprove, or recommend approval or disapproval to the management.",,MASCO 2020,2020
3313,unit,331,ACCOUNTING AND AUDITING ASSOCIATE PROFESSIONALS,Accounting And Auditing Associate Professionals maintain complete records of financial transactions of an undertaking and verify accuracy of documents and records relating to such transactions.,,MASCO 2020,2020
3314,unit,331,"STATISTICAL, MATHEMATICAL AND ACTUARIAL ASSOCIATE PROFESSIONALS","Statistical, Mathematical and Actuarial Associate Professionals assist in planning the collection, processing and presentation of mathematical, statistical or actuarial data and in carrying out these operations, usually under the guidance of mathematicians and related professionals or statisticians.",,MASCO 2020,2020
3315,unit,331,VALUERS AND LOSS ASSESSORS,Valuers and Loss Assessors value property and various goods and assess losses covered by insurance policies.,,MASCO 2020,2020
332,minor,33,SALES AND PURCHASING AGENTS AND BROKERS,,,MASCO 2020,2020
3321,unit,332,INSURANCE REPRESENTATIVES,"Insurance Representatives advise on and sell life, accident, automobile, liability, endowment, fire, marine and other types of insurance to new and existing clients.",,MASCO 2020,2020
3322,unit,332,COMMERCIAL SALES REPRESENTATIVES,"Commercial Sales Representatives sell various goods and services to retail, industrial, wholesale and other establishments and provide specific information on products as required.",,MASCO 2020,2020
3323,unit,332,BUYERS,"Buyers buy goods and services for use or resale on behalf of industrial, commercial, government or other enterprises and organisations.",,MASCO 2020,2020
3324,unit,332,TRADE BROKERS,"Trade Brokers buy and sell commodities, usually in bulk, and shipping services on a commission basis for their organisation or clients.",,MASCO 2020,2020
333,minor,33,BUSINESS SERVICES AGENTS,,,MASCO 2020,2020
3331,unit,333,CLEARING AND FORWARDING AGENTS,"Clearing and Forwarding Agents carry out customs clearing procedures and ensure that insurance, export/import licences and other formalities are in order.",,MASCO 2020,2020
3332,unit,333,CONFERENCE AND EVENT AGENTS,"Conference and Event Agents organise and coordinate services for conferences, events, functions, banquets and seminars.",,MASCO 2020,2020
3333,unit,333,EMPLOYMENT AGENTS AND CONTRACTORS,"Employment Agents and Contractors match jobseekers with vacancies, find workers for employers and contract labour for particular projects at the request of enterprises and other organisations.",,MASCO 2020,2020
3334,unit,333,REAL ESTATE AND PROPERTY AGENTS,"Real Estate and Property Agents arrange the sale, purchase, rental and lease of real estate, usually on behalf of clients and on a commission basis.",,MASCO 2020,2020
3339,unit,333,BUSINESS SERVICES AGENTS NOT ELSEWHERE CLASSIFIED,"This unit group covers Business Services Agents Not Elsewhere Classified in Minor Group 333: Business Services Agents. As an example, this group include Auctioneer, Literary Agent, Musical Perfomance Agent and Sports Agent.",,MASCO 2020,2020
334,minor,33,ADMINISTRATIVE AND SPECIALISED ASSOCIATE PROFESSIONALS,,,MASCO 2020,2020
3341,unit,334,ADMINISTRATIVE ASSOCIATE PROFESSIONALS,Administrative Associate Professionals carry out administrative duties in the support group.,,MASCO 2020,2020
3342,unit,334,LEGAL SECRETARIES,"Legal Secretaries apply specialised knowledge of legal terminology and procedures in providing support to legal professionals in communication, documentation and internal managerial coordination activities in law offices, legal departments of large firms and government offices.",,MASCO 2020,2020
3343,unit,334,ADMINISTRATIVE AND EXECUTIVE SECRETARIES,"Administrative and Executive Secretaries implement and support the communication, documentation and internal managerial coordination activities of an organisational unit to assist the head of unit and other members of staff and/or prepare correspondence, reports and records of proceedings and other specialised documentation.",,MASCO 2020,2020
3344,unit,334,MEDICAL SECRETARIES,"Medical Secretaries using specialised knowledge of medical terminology and procedures, assist the head of unit and other members of staff in implementing and supporting the communication, documentation activities, administrative functions and internal managerial coordination.",,MASCO 2020,2020
34,sub_major,3,LEGAL ASSOCIATE PROFESSIONALS,,,MASCO 2020,2020
341,minor,34,LEGAL ASSOCIATE PROFESSIONALS,,,MASCO 2020,2020
3411,unit,341,LEGAL AND RELATED ASSOCIATE PROFESSIONALS,"Legal and Related Associate Professionals perform support functions in courts of law or in law offices, provide services related to such legal matters as insurance contracts, property transfers, granting of loans and other financial transactions or conduct investigations for clients.",,MASCO 2020,2020
35,sub_major,3,INFORMATION AND COMMUNICATIONS TECHNICIANS,,,MASCO 2020,2020
351,minor,35,INFORMATION AND COMMUNICATIONS TECHNOLOGY OPERATION AND USER,,,MASCO 2020,2020
3511,unit,351,INFORMATION,"AND COMMUNICATIONS TECHNOLOGY OPERATION Information and Communications Technology Operation Technicians assist in the day-to- day processing, operation and monitoring of information and communications technology systems, software and related computer equipment to ensure optimal performance.",,MASCO 2020,2020
3512,unit,351,INFORMATION AND COMMUNICATIONS TECHNOLOGY USER SUPPORT,"Information and Communications Technology User Support Technicians provide technical assistance to users, either directly or by telephone, e-mail or other electronic means, including diagnosing and resolving issues and problems with software, hardware, computer peripheral equipment, networks, databases and the Internet, and provide guidance and support in the deployment, installation and maintenance of systems.",,MASCO 2020,2020
3513,unit,351,COMPUTER NETWORK AND SYSTEMS TECHNICIANS,"Computer Network and Systems Technicians establish, operate and maintain network and other data communications systems.",,MASCO 2020,2020
3514,unit,351,WEB TECHNICIANS,"Web Technicians maintain, monitor and support the optimal functioning of Internet and Intranet websites and web server hardware and software.",,MASCO 2020,2020
352,minor,35,TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,,,MASCO 2020,2020
3521,unit,352,BROADCASTING AND AUDIO-VISUAL TECHNICIANS,"Broadcasting and Audio-Visual Technicians control technical functioning of equipment to record and edit images and sound and transmit radio and television broadcasts of images and sounds, as well as other types of telecommunications signals on land, sea or in aircraft.",,MASCO 2020,2020
3522,unit,352,TELECOMMUNICATIONS ENGINEERING TECHNICIANS,"Telecommunications Engineering Technicians perform technical tasks connected with telecommunications engineering research, as well as with the design, manufacture, assembly, construction, operation, maintenance and repair of telecommunications systems.",,MASCO 2020,2020
36,sub_major,3,"SOCIAL, CULTURAL AND RELATED ASSOCIATE PROFESSIONALS",,,MASCO 2020,2020
361,minor,36,SOCIAL AND RELIGIOUS ASSOCIATE PROFESSIONALS,,,MASCO 2020,2020
3611,unit,361,SOCIAL WORK ASSOCIATE PROFESSIONALS,Social Work Associate Professionals offer clients guidance and implement social assistance programmes and community service and assist clients in dealing with personal and social problems.,,MASCO 2020,2020
3612,unit,361,RELIGIOUS ASSOCIATE PROFESSIONALS,"Religious Associate Professionals provide support to Ministers or to a religious community, undertake religious work, preach and propagate the teachings of a particular religion and endeavour to improve well-being through the power of faith and spiritual advice.",,MASCO 2020,2020
362,minor,36,"SPORTS, SELF DEFENCE AND FITNESS ASSOCIATE PROFESSIONALS",,,MASCO 2020,2020
3621,unit,362,ATHLETES AND SPORTS PLAYERS,"Athletes and Sports Players participate in competitive sporting events. They train and compete, either individually or as part of a team, in their chosen sport.",,MASCO 2020,2020
3622,unit,362,"SPORTS COACHES, INSTRUCTORS AND OFFICIALS","Sports Coaches, Instructors and Officials work with amateur and professional sportspersons to enhance performance, encourage greater participation in sport, and organise and officiate at sporting events according to established rules.",,MASCO 2020,2020
3623,unit,362,FITNESS AND RECREATION INSTRUCTORS AND PROGRAMME LEADERS,"Fitness and Recreation Instructors and Programme Leaders lead, guide and instruct groups and individuals in recreational, fitness or outdoor adventure activities.",,MASCO 2020,2020
363,minor,36,ARTISTIC AND CULTURAL ASSOCIATE PROFESSIONALS,,,MASCO 2020,2020
3631,unit,363,PHOTOGRAPHERS,"Photographers take photographs, operate video cameras and other equipment to record and edit images.",,MASCO 2020,2020
3632,unit,363,INTERIOR DESIGNERS AND DECORATORS,"Interior Designers and Decorators plan and design commercial, industrial, public, retail and residential building interiors and design posters and other print materials. They coordinate and participate in construction and decoration.",,MASCO 2020,2020
3633,unit,363,"GALLERY, MUSEUM AND LIBRARY ASSOCIATE PROFESSIONALS","Gallery, Museum and Library Associate Professionals prepare works of art, specimens and artefacts for collection, and arrange and coordinate gallery displays.",,MASCO 2020,2020
3634,unit,363,ARTISTIC AND CULTURAL ASSOCIATE PROFESSIONALS,Artistic and Cultural Associate Professionals provide support for stage and in other areas of artistic and cultural endeavour.,,MASCO 2020,2020
3639,unit,363,ARTISTIC AND CULTURAL ASSOCIATE PROFESSIONALS NOT ELSEWHERE,CLASSIFIED This unit group includes Artistic and Cultural Associate Professionals Not Elsewhere Classified in Minor Group 363: Artistic and Cultural Associate Professionals.,,MASCO 2020,2020
364,minor,36,CULINARY ASSOCIATE PROFESSIONALS,,,MASCO 2020,2020
3641,unit,364,CHEFS,"Chefs plan menus, cook and create dishes in hotels, restaurants and other eating places, on board ships, on passenger trains and in private households.",,MASCO 2020,2020
37,sub_major,3,REGULATORY GOVERNMENT ASSOCIATE PROFESSIONALS,,,MASCO 2020,2020
371,minor,37,REGULATORY GOVERNMENT ASSOCIATE PROFESSIONALS,,,MASCO 2020,2020
3711,unit,371,CUSTOMS AND BORDER INSPECTOR ASSOCIATE PROFESSIONALS,Customs and Border Inspector Associate Professionals assist in checking persons and vehicles crossing national borders to administer and enforce relevant government regulations and laws.,,MASCO 2020,2020
3712,unit,371,TAXATION AND EXCISE OFFICIAL ASSOCIATE PROFESSIONALS,"Taxation and Excise Official Associate Professionals assist in examining tax returns, bills of sale and other documents to determine the type and amount of taxes, duties and other types of fees to be paid by individuals or businesses.",,MASCO 2020,2020
3713,unit,371,GOVERNMENT SOCIAL BENEFIT OFFICIAL ASSOCIATE PROFESSIONALS,"Government Social Benefit Official Associate Professionals assist in examining applications for government, financial or service programmes to determine eligibility and amount of benefit or appropriate services.",,MASCO 2020,2020
3714,unit,371,GOVERNMENT LICENSING OFFICIAL ASSOCIATE PROFESSIONALS,"Government Licensing Official Associate Professionals examine applications for licences to export or import goods, set up businesses, build houses or other structures, or to obtain passports, determine eligibility of applications for issuing licences or passports, and identify specific conditions or restrictions to be attached to licences issued.",,MASCO 2020,2020
3715,unit,371,POLICE OFFICERS,"Police Officers investigate, prevent and solve criminal cases.",,MASCO 2020,2020
3716,unit,371,CIVIL DEFENCE ASSOCIATE PROFESSIONALS,Civil Defence Associate Professionals supervise and investigate civil cases by enforcing laws procedures and regulations.,,MASCO 2020,2020
3719,unit,371,REGULATORY GOVERNMENT ASSOCIATE PROFESSIONALS NOT ELSEWHERE,"CLASSIFIED This unit group covers Regulatory Government Associate Professionals Not Elsewhere Classified in Minor Group 371: Regulatory Government Associate Professionals. As an example, this group include other rank Maritime Enforcement Officers Grade T5, Price Inspector, Fire and Safety Inspector and Weight and Measure Inspector.",,MASCO 2020,2020
4,major,,CLERICAL SUPPORT WORKERS,,,MASCO 2020,2020
41,sub_major,4,OFFICE CLERKS,,,MASCO 2020,2020
411,minor,41,GENERAL OFFICE CLERKS,,,MASCO 2020,2020
4111,unit,411,GENERAL OFFICE CLERKS,General Office Clerks perform a range of clerical and administrative tasks according to established procedures.,,MASCO 2020,2020
412,minor,41,SECRETARIES (GENERAL),,,MASCO 2020,2020
4121,unit,412,SECRETARIES (GENERAL),"Secretaries (General) use typewriters, personal computers or other word-processing equipment to transcribe correspondence and other documents, check and format documents prepared by other staff, deal with incoming and outgoing mail, screen requests for meetings or appointments, and perform a variety of administrative support tasks.",,MASCO 2020,2020
413,minor,41,KEYBOARD OPERATORS,,,MASCO 2020,2020
4131,unit,413,TYPISTS,"Typist type, edit and print using a typewriter, personal computer or other word processor, and record oral or written matter in shorthand.",,MASCO 2020,2020
4132,unit,413,DATA ENTRY CLERKS,"Data Entry Clerks enter codes, statistical, financial and other numerical data into electronic equipment, computerised databases, spreadsheets or other data repositories using a keyboard, mouse or optical scanner, or other data entry tools. They enter data into mechanical and electronic devices to perform mathematical calculations.",,MASCO 2020,2020
42,sub_major,4,CUSTOMER SERVICES CLERKS,,,MASCO 2020,2020
421,minor,42,"TELLERS, MONEY COLLECTORS AND RELATED CLERKS",,,MASCO 2020,2020
4211,unit,421,BANK TELLERS AND RELATED CLERKS,"Bank Tellers and Related Clerks deal directly with clients of banks or post offices in matters related to receiving, changing and paying out money, or providing mail services.",,MASCO 2020,2020
4212,unit,421,"BOOKMAKERS, CROUPIERS AND RELATED GAMING WORKERS","Bookmakers, Croupiers and Related Gaming Workers run the games, deal cards, collect bets, pay winners of bets, gambling or related games.",,MASCO 2020,2020
4213,unit,421,PAWNBROKERS AND MONEY-LENDERS,"Pawnbrokers and Money-Lenders lend money against articles deposited as pledges, or against property or other security.",,MASCO 2020,2020
4214,unit,421,DEBT AND RENT COLLECTORS AND RELATED WORKERS,"Debt and Rent Collectors and Related Workers collect rent, payments on overdue accounts and bad cheques, and collect donations for charity.",,MASCO 2020,2020
422,minor,42,CLIENT INFORMATION WORKERS,,,MASCO 2020,2020
4221,unit,422,TRAVEL CONSULTANTS AND RELATED CLERKS,"Travel Consultants and Related Clerks supply information, arrange travel itineraries, make travel and accommodation reservations and organise group tours.",,MASCO 2020,2020
4222,unit,422,CONTACT CENTRE INFORMATION CLERKS,"Contact Centre Information Clerks provide advice and information to clients, respond to clients’ queries regarding an organisation’s goods, services or policies and process financial transactions via telephone or electronic communications media such as e-mail. They are located in premises that may be far from clients.",,MASCO 2020,2020
4223,unit,422,TELEPHONE OPERATORS,"Telephone Operators operate telephone switchboards and consoles to establish telephone connections, receive caller inquiries and service problem reports, and record and deliver messages to staff or clients.",,MASCO 2020,2020
4224,unit,422,RECEPTIONISTS,"Receptionists receive and welcome visitors, clients, guests or patients and respond to queries and requests including arranging appointments as well as provide information on hotel or organisational services.",,MASCO 2020,2020
4225,unit,422,ENQUIRY CLERKS,"Enquiry Clerks respond to personal, written, electronic mail and telephone queries and complaints about the organisation’s goods, services and policies, provide information and refer people to other sources. They are assigned to locations which place them in direct contact with clients.",,MASCO 2020,2020
4226,unit,422,SURVEY AND MARKET RESEARCH INTERVIEWERS,Survey and Market Research Interviewers interview people and record their responses to survey and market research questions on a range of topics.,,MASCO 2020,2020
4229,unit,422,CLIENT INFORMATION WORKERS NOT ELSEWHERE CLASSIFIED,"This unit group includes Client Information Workers Not Elsewhere Classified in Minor Group 422: Client Information Workers. This group include Hospital Admissions Clerk, Eligibility Interviewer and Eligibility Specialist.",,MASCO 2020,2020
43,sub_major,4,NUMERICAL AND MATERIAL RECORDING CLERKS,,,MASCO 2020,2020
431,minor,43,NUMERICAL CLERKS,,,MASCO 2020,2020
4311,unit,431,ACCOUNTING AND BOOK-KEEPING CLERKS,"Accounting and Book-Keeping Clerks compute, classify and record numerical data to keep complete financial records. They perform any combination of routine calculating, notification and verifying duties to obtain primary financial data for use in management of accounting records.",,MASCO 2020,2020
4312,unit,431,"STATISTICAL, FINANCE AND INSURANCE CLERKS","Statistical, Finance and Insurance Clerks obtain, compile and compute statistical or actuarial data or perform clerical tasks related to the transactions of insurance, bank and other financial establishments.",,MASCO 2020,2020
432,minor,43,MATERIAL-RECORDING AND TRANSPORT CLERKS,,,MASCO 2020,2020
4321,unit,432,STOCK CLERKS,"Stock Clerks maintain records of goods produced and production materials received, weighed, issued, dispatched or kept in stock.",,MASCO 2020,2020
4322,unit,432,PRODUCTION CLERKS,"Production Clerks compute and ensure goods/operations are available on specified dates, and prepare and check production operation schedules. Task include: a) examining customers’ orders for goods and services; b) computing quantities, qualities and types of materials required for production; c) preparing production schedules, ensuring materials are available when needed and keeping related records; d) preparing or assisting in preparing production schedules based on customers’ orders and production capacity; e) verifying stocks, arranging deliveries and investigating delays; f) performing related tasks; and g) supervising, scheduling and monitoring the tasks of other workers. Example of the occupations classified here: (refer to index; unit group 4322) 4322-01 Clerk, Production 4322-02 Clerk, Production Control 4322-03 Clerk, Operation 4322-04 Clerk, Plantation",,MASCO 2020,2020
4323,unit,432,TRANSPORT CLERKS,"Transport Clerks keep records of operational aspects and coordinate the timing of rail, road, air and waterborne passenger and freight transport, and prepare reports for the management.",,MASCO 2020,2020
44,sub_major,4,OTHER CLERICAL SUPPORT WORKERS,,,MASCO 2020,2020
441,minor,44,OTHER CLERICAL SUPPORT WORKERS,,,MASCO 2020,2020
4411,unit,441,LIBRARY CLERKS,"Library Clerks issue and receive library materials, sort and organise books on shelves and provide general library information to users.",,MASCO 2020,2020
4412,unit,441,MAIL CARRIERS AND SORTING CLERKS,"Mail Carriers and Sorting Clerks sort, record, deliver and perform other duties related to mail",,MASCO 2020,2020
4413,unit,441,"CODING, PROOF-READING AND RELATED CLERKS","Coding, Proof-Reading and Related Clerks convert information into codes, verify and correct proofs and perform various clerical duties.",,MASCO 2020,2020
4414,unit,441,SCRIBES AND RELATED WORKERS,Scribes and Related Workers write letters and complete forms on behalf of illiterate persons.,,MASCO 2020,2020
4415,unit,441,FILING AND COPYING CLERKS,"Filing and Copying Clerks file correspondence, cards, invoices, receipts and other records in alphabetical or numerical order or according to the filing system used. They locate and remove material from file when requested and photocopy, scan or fax documents.",,MASCO 2020,2020
4416,unit,441,PERSONNEL CLERKS,"Personnel Clerks maintain and update personnel records such as information on transfers and promotions, performance evaluations, employee leave taken and accumulated, salaries, qualifications and training.",,MASCO 2020,2020
4419,unit,441,CLERICAL SUPPORT WORKERS NOT ELSEWHERE CLASSIFIED,"This unit group covers Clerical Support Workers Not Elsewhere Classified in Minor Group 441: Other Clerical Support Workers. As an example, this group include Assistant Wardrobe, Safety Clerk and Administrative (Legal) Grade L19.",,MASCO 2020,2020
5,major,,SERVICE AND SALES WORKERS,,,MASCO 2020,2020
51,sub_major,5,PERSONAL SERVICES WORKERS,,,MASCO 2020,2020
511,minor,51,"TRAVEL ATTENDANTS, CONDUCTORS AND GUIDES",,,MASCO 2020,2020
5111,unit,511,TRAVEL ATTENDANTS AND TRAVEL STEWARDS,Travel Attendants and Travel Stewards render personal services to ensure the comfort and safety of passengers. These include serving meals and beverages and coordinating housekeeping and social activities.,,MASCO 2020,2020
5112,unit,511,TRANSPORT CONDUCTORS,"Transport Conductors collect or issue tickets and are responsible for safety and comfort on trains, trams, buses and other public transport vehicles.",,MASCO 2020,2020
5113,unit,511,TRAVEL GUIDES,"Travel Guides accompany individuals or groups on sightseeing tours or excursions, describe points of interest and provide other guide services.",,MASCO 2020,2020
512,minor,51,COOKS,,,MASCO 2020,2020
5121,unit,512,COOKS,"Cooks plan, organise, prepare and cook food in hotels, restaurants and other public eating places, on board ships, passenger trains, private households and other institutions or establishments.",,MASCO 2020,2020
513,minor,51,WAITERS AND BARTENDERS,,,MASCO 2020,2020
5131,unit,513,WAITERS,"Waiters and waitresses serve food and beverages in commercial dining and drinking places such as clubs, institutions and canteens, on board ships and in passenger trains.",,MASCO 2020,2020
5132,unit,513,BARTENDERS,"Bartenders mix and serve alcoholic and non-alcoholic drinks directly to customers at a bar or counter, or through waiters.",,MASCO 2020,2020
514,minor,51,"HAIRDRESSERS, BEAUTICIANS AND RELATED WORKERS",,,MASCO 2020,2020
5141,unit,514,HAIRDRESSERS,"Hairdressers shampoo, cut, colour and style hair and massage and treat the scalp.",,MASCO 2020,2020
5142,unit,514,BEAUTICIANS AND RELATED WORKERS,"Beauticians and Related Workers give facial and body beauty treatments, apply cosmetics and give other kinds of treatment to individuals to improve their appearance.",,MASCO 2020,2020
515,minor,51,BUILDING AND HOUSEKEEPING SUPERVISORS,,,MASCO 2020,2020
5151,unit,515,"CLEANING AND HOUSEKEEPING SUPERVISORS IN OFFICES, HOTELS AND","OTHER ESTABLISHMENTS Cleaning and Housekeeping Supervisors in Offices, Hotels and Other Establishments organise, supervise and carry out housekeeping functions in order to keep clean and tidy the interiors and fixtures of hotels, offices and other establishments, as well as of aircraft, trains, buses and similar vehicles.",,MASCO 2020,2020
5152,unit,515,DOMESTIC HOUSEKEEPERS,"Domestic Housekeepers organise, supervise and carry out housekeeping functions in private households with or without the support of subordinate staff.",,MASCO 2020,2020
5153,unit,515,BUILDING CARETAKERS,"Building Caretakers take care of apartments, houses, hotels, hostels, offices and other buildings and maintain them in a clean and proper condition. They may supervise other workers and contractors depending on the size and nature of the building concerned.",,MASCO 2020,2020
516,minor,51,OTHER PERSONAL SERVICES WORKERS,,,MASCO 2020,2020
5161,unit,516,"ASTROLOGERS, FORTUNE-TELLERS AND RELATED WORKERS","Astrologers, Fortune-Tellers and Related Workers predict future events in people’s lives by practising astrology or related techniques and give warnings and advice on possible courses of action.",,MASCO 2020,2020
5162,unit,516,COMPANIONS AND VALETS,Companions and Valets provide companionship and attend to various personal needs of the employer.,,MASCO 2020,2020
5163,unit,516,UNDERTAKERS AND EMBALMERS,"Undertakers and Embalmers perform various tasks in the funeral of human remains. Tasks include; a) making arrangements for and conducting funerals and cremations; b) embalming human remains to retard or repress the process of decay; c) puncturing internal organs through the abdomen to remove natural fluids and gases; d) restoring injured portions of the body to their normal appearance by affixing pieces of moulded wax, plaster of Paris or other materials; e) making arrangements for and conducting funerals; f) interviewing family to obtain data about the deceased and other information and completing documents; g) bathing human remains and wrapping them in shroud; h) weeping during the recounting of the goodness, honesty of the deceased and exhibiting the sadness and grief of the deceased’s family in losing a loved one; and i) performing related tasks.",,MASCO 2020,2020
5164,unit,516,PET GROOMERS AND ANIMAL CARE WORKERS,"Pet Groomers and Animal Care Workers feed, care for, groom, bathe and exercise animals, and clean, disinfect and repair their cages and also specialise in grooming or maintaining a pet’s appearance.",,MASCO 2020,2020
5165,unit,516,DRIVING INSTRUCTORS,Driving Instructors teach students to drive and demonstrate proper driving techniques.,,MASCO 2020,2020
